Author,Author Birth,Author Death,Author Given,Author Surname,Copyright Status,Language,LoC Class,Num,Subject,Title,charset,gd-num-padded,gd-path,href,Number of Authors,Number of Genres,is_english_fiction,original_path,tokenized_path,cw_df_path,Author Birth Century
['Victor A. Endersby'],[1891],[1988],['Victor A.'],['Endersby'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29384,"['Short stories', 'Science fiction']",['Disowned'],iso-8859-1,29384,293/29384.txt,/2/9/3/8/29384/29384_8.zip,1,2,True,../data/gutenberg-dammit-files/293/29384.txt,../data/gutenberg-dammit-files/293/29384_tagged.pickle,../data/gutenberg-dammit-files/293/29384_cw_df.pickle,1800
['Harry Castlemon'],[1842],[1915],['Harry'],['Castlemon'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29387,"['United States -- History -- Civil War, 1861-1865 -- Blockades -- Juvenile fiction']",['Marcy The Blockade Runner'],us-ascii,29387,293/29387.txt,/2/9/3/8/29387/29387.zip,1,1,True,../data/gutenberg-dammit-files/293/29387.txt,../data/gutenberg-dammit-files/293/29387_tagged.pickle,../data/gutenberg-dammit-files/293/29387_cw_df.pickle,1800
['Donald A. Wandrei'],[1908],[1987],['Donald A.'],['Wandrei'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29389,['Science fiction'],['Raiders of the Universes'],iso-8859-1,29389,293/29389.txt,/2/9/3/8/29389/29389_8.zip,1,1,True,../data/gutenberg-dammit-files/293/29389.txt,../data/gutenberg-dammit-files/293/29389_tagged.pickle,../data/gutenberg-dammit-files/293/29389_cw_df.pickle,1900
['Maria Thompson Daviess'],[1872],[1924],['Maria Thompson'],['Daviess'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29391,"['Broadway (New York, N.Y.) -- Fiction']",['Blue-grass and Broadway'],iso-8859-1,29391,293/29391.txt,/2/9/3/9/29391/29391_8.zip,1,1,True,../data/gutenberg-dammit-files/293/29391.txt,../data/gutenberg-dammit-files/293/29391_tagged.pickle,../data/gutenberg-dammit-files/293/29391_cw_df.pickle,1800
['S. P. (Sterner St. Paul) Meek'],[1894],[1972],['S. P. (Sterner St. Paul)'],['Meek'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29401,['Science fiction'],['The Solar Magnet'],iso-8859-1,29401,294/29401.txt,/2/9/4/0/29401/29401_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29401.txt,../data/gutenberg-dammit-files/294/29401_tagged.pickle,../data/gutenberg-dammit-files/294/29401_cw_df.pickle,1800
['Edgar Rice Burroughs'],[1875],[1950],['Edgar Rice'],['Burroughs'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29405,"['Mars (Planet) -- Fiction', 'Science fiction']",['The Gods of Mars'],us-ascii,29405,294/29405.txt,/2/9/4/0/29405/29405.zip,1,2,True,../data/gutenberg-dammit-files/294/29405.txt,../data/gutenberg-dammit-files/294/29405_tagged.pickle,../data/gutenberg-dammit-files/294/29405_cw_df.pickle,1800
['James Oliver Curwood'],[1878],[1927],['James Oliver'],['Curwood'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29406,"['Wilderness areas -- Fiction', 'Western stories']",['The Country Beyond\tA Romance of the Wilderness'],iso-8859-1,29406,294/29406.txt,/2/9/4/0/29406/29406_8.zip,1,2,True,../data/gutenberg-dammit-files/294/29406.txt,../data/gutenberg-dammit-files/294/29406_tagged.pickle,../data/gutenberg-dammit-files/294/29406_cw_df.pickle,1800
['Harl Vincent'],[1893],[1968],['Harl'],['Vincent'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29408,['Science fiction'],['Wanderer of Infinity'],us-ascii,29408,294/29408.txt,/2/9/4/0/29408/29408.zip,1,1,True,../data/gutenberg-dammit-files/294/29408.txt,../data/gutenberg-dammit-files/294/29408_tagged.pickle,../data/gutenberg-dammit-files/294/29408_cw_df.pickle,1800
['Wallace West'],[1900],[1980],['Wallace'],['West'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29410,['Science fiction'],['The End of Time'],iso-8859-1,29410,294/29410.txt,/2/9/4/1/29410/29410_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29410.txt,../data/gutenberg-dammit-files/294/29410_tagged.pickle,../data/gutenberg-dammit-files/294/29410_cw_df.pickle,1900
['Arthur J. Burks'],[1898],[1974],['Arthur J.'],['Burks'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29416,['Science fiction'],['The Mind Master'],iso-8859-1,29416,294/29416.txt,/2/9/4/1/29416/29416_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29416.txt,../data/gutenberg-dammit-files/294/29416_tagged.pickle,../data/gutenberg-dammit-files/294/29416_cw_df.pickle,1800
['Frank Belknap Long'],[1903],[1994],['Frank Belknap'],['Long'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29418,"['Time travel -- Fiction', 'Short stories', 'Science fiction']",['The Man from Time'],us-ascii,29418,294/29418.txt,/2/9/4/1/29418/29418.zip,1,3,True,../data/gutenberg-dammit-files/294/29418.txt,../data/gutenberg-dammit-files/294/29418_tagged.pickle,../data/gutenberg-dammit-files/294/29418_cw_df.pickle,1900
['Frank Belknap Long'],[1903],[1994],['Frank Belknap'],['Long'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29432,"['Mars (Planet) -- Fiction', 'Science fiction', 'Short stories']",['The Man the Martians Made'],us-ascii,29432,294/29432.txt,/2/9/4/3/29432/29432.zip,1,3,True,../data/gutenberg-dammit-files/294/29432.txt,../data/gutenberg-dammit-files/294/29432_tagged.pickle,../data/gutenberg-dammit-files/294/29432_cw_df.pickle,1900
['Roman Frederick Starzl'],[1899],[1976],['Roman Frederick'],['Starzl'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29437,['Science fiction'],['The Martian Cabal'],us-ascii,29437,294/29437.txt,/2/9/4/3/29437/29437.zip,1,1,True,../data/gutenberg-dammit-files/294/29437.txt,../data/gutenberg-dammit-files/294/29437_tagged.pickle,../data/gutenberg-dammit-files/294/29437_cw_df.pickle,1800
['Robert Sheckley'],[1928],[2005],['Robert'],['Sheckley'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29445,"['Short stories', 'Science fiction']",['The Hour of Battle'],us-ascii,29445,294/29445.txt,/2/9/4/4/29445/29445.zip,1,2,True,../data/gutenberg-dammit-files/294/29445.txt,../data/gutenberg-dammit-files/294/29445_tagged.pickle,../data/gutenberg-dammit-files/294/29445_cw_df.pickle,1900
['Robert Sheckley'],[1928],[2005],['Robert'],['Sheckley'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29446,"['Short stories', 'Robots -- Fiction', 'Science fiction']",['Beside Still Waters'],us-ascii,29446,294/29446.txt,/2/9/4/4/29446/29446.zip,1,3,True,../data/gutenberg-dammit-files/294/29446.txt,../data/gutenberg-dammit-files/294/29446_tagged.pickle,../data/gutenberg-dammit-files/294/29446_cw_df.pickle,1900
['Luis Coloma'],[1851],[1915],['Luis'],['Coloma'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29447,['Mice -- Juvenile fiction'],['Perez the Mouse'],us-ascii,29447,294/29447.txt,/2/9/4/4/29447/29447.zip,1,1,True,../data/gutenberg-dammit-files/294/29447.txt,../data/gutenberg-dammit-files/294/29447_tagged.pickle,../data/gutenberg-dammit-files/294/29447_cw_df.pickle,1800
['Murray Leinster'],[1896],[1975],['Murray'],['Leinster'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29448,['Science fiction'],['Pariah Planet'],iso-8859-1,29448,294/29448.txt,/2/9/4/4/29448/29448_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29448.txt,../data/gutenberg-dammit-files/294/29448_tagged.pickle,../data/gutenberg-dammit-files/294/29448_cw_df.pickle,1800
['Henry James'],[1843],[1916],['Henry'],['James'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29452,"['Love stories', 'London (England) -- Fiction', 'Terminally ill -- Fiction', 'Americans -- England -- Fiction', 'Venice (Italy) -- Fiction', 'Young women -- Fiction', 'Americans -- Italy -- Fiction', 'Triangles (Interpersonal relations) -- Fiction']","['The Wings of the Dove, Volume 1 of 2']",iso-8859-1,29452,294/29452.txt,/2/9/4/5/29452/29452_8.zip,1,8,True,../data/gutenberg-dammit-files/294/29452.txt,../data/gutenberg-dammit-files/294/29452_tagged.pickle,../data/gutenberg-dammit-files/294/29452_cw_df.pickle,1800
['Eustace Hale Ball'],[1881],[1931],['Eustace Hale'],['Ball'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29453,['Crime -- Fiction'],['Traffic in Souls\tA Novel of Crime and Its Cure'],iso-8859-1,29453,294/29453.txt,/2/9/4/5/29453/29453_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29453.txt,../data/gutenberg-dammit-files/294/29453_tagged.pickle,../data/gutenberg-dammit-files/294/29453_cw_df.pickle,1800
['Murray Leinster'],[1896],[1975],['Murray'],['Leinster'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29455,['Science fiction'],['Invasion'],iso-8859-1,29455,294/29455.txt,/2/9/4/5/29455/29455_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29455.txt,../data/gutenberg-dammit-files/294/29455_tagged.pickle,../data/gutenberg-dammit-files/294/29455_cw_df.pickle,1800
['Edwin K. Sloat'],[1895],[1986],['Edwin K.'],['Sloat'],['Not copyrighted in the United States.'],['English'],[],29457,['Science fiction'],['Loot of the Void'],us-ascii,29457,294/29457.txt,/2/9/4/5/29457/29457.zip,1,1,True,../data/gutenberg-dammit-files/294/29457.txt,../data/gutenberg-dammit-files/294/29457_tagged.pickle,../data/gutenberg-dammit-files/294/29457_cw_df.pickle,1800
['Robert Sheckley'],[1928],[2005],['Robert'],['Sheckley'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29458,"['Science fiction', 'Short stories']",['Cost of Living'],us-ascii,29458,294/29458.txt,/2/9/4/5/29458/29458.zip,1,2,True,../data/gutenberg-dammit-files/294/29458.txt,../data/gutenberg-dammit-files/294/29458_tagged.pickle,../data/gutenberg-dammit-files/294/29458_cw_df.pickle,1900
['Arthur J. Burks'],[1898],[1974],['Arthur J.'],['Burks'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29466,['Science fiction'],['Lords of the Stratosphere'],us-ascii,29466,294/29466.txt,/2/9/4/6/29466/29466.zip,1,1,True,../data/gutenberg-dammit-files/294/29466.txt,../data/gutenberg-dammit-files/294/29466_tagged.pickle,../data/gutenberg-dammit-files/294/29466_cw_df.pickle,1800
"['Arvid Paulson', 'Clayton Edwards', 'Miguel de Cervantes Saavedra']","['?', '?', 1547]","['?', '?', 1616]","['Arvid', 'Clayton', 'Miguel de']","['Paulson', 'Edwards', 'Cervantes Saavedra']",['Not copyrighted in the United States.'],['English'],"['PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese', 'PZ: Language and Literatures: Juvenile belles lettres']",29468,"['Spain -- Social life and customs -- 16th century -- Fiction', 'Romances', 'Picaresque literature', 'Knights and knighthood -- Spain -- Fiction']",['The Story of Don Quixote'],iso-8859-1,29468,294/29468.txt,/2/9/4/6/29468/29468_8.zip,3,4,True,../data/gutenberg-dammit-files/294/29468.txt,../data/gutenberg-dammit-files/294/29468_tagged.pickle,../data/gutenberg-dammit-files/294/29468_cw_df.pickle,1500
['Harry Harrison'],[1925],['?'],['Harry'],['Harrison'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29471,"['Robots -- Fiction', 'Science fiction']",['The Velvet Glove'],us-ascii,29471,294/29471.txt,/2/9/4/7/29471/29471.zip,1,2,True,../data/gutenberg-dammit-files/294/29471.txt,../data/gutenberg-dammit-files/294/29471_tagged.pickle,../data/gutenberg-dammit-files/294/29471_cw_df.pickle,1900
['Ridgwell Cullum'],[1867],[1943],['Ridgwell'],['Cullum'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29479,"['Montana -- Fiction', 'Western stories']",['The Night Riders\tA Romance of Early Montana'],iso-8859-1,29479,294/29479.txt,/2/9/4/7/29479/29479_8.zip,1,2,True,../data/gutenberg-dammit-files/294/29479.txt,../data/gutenberg-dammit-files/294/29479_tagged.pickle,../data/gutenberg-dammit-files/294/29479_cw_df.pickle,1800
['John Philip Sousa'],[1854],[1932],['John Philip'],['Sousa'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29481,"['Violinists -- Fiction', 'Love stories']",['The Fifth String'],iso-8859-1,29481,294/29481.txt,/2/9/4/8/29481/29481_8.zip,1,2,True,../data/gutenberg-dammit-files/294/29481.txt,../data/gutenberg-dammit-files/294/29481_tagged.pickle,../data/gutenberg-dammit-files/294/29481_cw_df.pickle,1800
['Jasmine Stone Van Dresser'],[1878],['?'],['Jasmine Stone'],['Van Dresser'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29483,['Conduct of life -- Juvenile fiction'],['The Little Brown Hen Hears the Song of the Nightingale & The Golden Harvest'],iso-8859-1,29483,294/29483.txt,/2/9/4/8/29483/29483_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29483.txt,../data/gutenberg-dammit-files/294/29483_tagged.pickle,../data/gutenberg-dammit-files/294/29483_cw_df.pickle,1800
['Alfred Henry Lewis'],[1857],[1914],['Alfred Henry'],['Lewis'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29485,"['Arizona -- Social life and customs -- Fiction', 'Western stories', 'Cowboys -- Fiction', 'Ranch life -- Fiction', 'Humorous stories, American', 'Frontier and pioneer life -- Fiction']",['Faro Nell and Her Friends\tWolfville Stories'],iso-8859-1,29485,294/29485.txt,/2/9/4/8/29485/29485_8.zip,1,6,True,../data/gutenberg-dammit-files/294/29485.txt,../data/gutenberg-dammit-files/294/29485_tagged.pickle,../data/gutenberg-dammit-files/294/29485_cw_df.pickle,1800
['Charles Major'],[1856],[1913],['Charles'],['Major'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29486,['Indiana -- Fiction'],['A Forest Hearth: A Romance of Indiana in the Thirties'],iso-8859-1,29486,294/29486.txt,/2/9/4/8/29486/29486_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29486.txt,../data/gutenberg-dammit-files/294/29486_tagged.pickle,../data/gutenberg-dammit-files/294/29486_cw_df.pickle,1800
['Robert Sheckley'],[1928],[2005],['Robert'],['Sheckley'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29487,"['Science fiction', 'Short stories']",['Forever'],us-ascii,29487,294/29487.txt,/2/9/4/8/29487/29487.zip,1,2,True,../data/gutenberg-dammit-files/294/29487.txt,../data/gutenberg-dammit-files/294/29487_tagged.pickle,../data/gutenberg-dammit-files/294/29487_cw_df.pickle,1900
['Henry Hasse'],[1913],[1977],['Henry'],['Hasse'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29488,['Science fiction'],"[""We're Friends, Now""]",iso-8859-1,29488,294/29488.txt,/2/9/4/8/29488/29488_8.zip,1,1,True,../data/gutenberg-dammit-files/294/29488.txt,../data/gutenberg-dammit-files/294/29488_tagged.pickle,../data/gutenberg-dammit-files/294/29488_cw_df.pickle,1900
['Frederik Pohl'],[1919],['?'],['Frederik'],['Pohl'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29503,"['Short stories', 'Science fiction']",['The Hated'],us-ascii,29503,295/29503.txt,/2/9/5/0/29503/29503.zip,1,2,True,../data/gutenberg-dammit-files/295/29503.txt,../data/gutenberg-dammit-files/295/29503_tagged.pickle,../data/gutenberg-dammit-files/295/29503_cw_df.pickle,1900
['Fritz Leiber'],[1910],[1992],['Fritz'],['Leiber'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29504,"['Short stories', 'Science fiction']","[""What's He Doing in There?""]",us-ascii,29504,295/29504.txt,/2/9/5/0/29504/29504.zip,1,2,True,../data/gutenberg-dammit-files/295/29504.txt,../data/gutenberg-dammit-files/295/29504_tagged.pickle,../data/gutenberg-dammit-files/295/29504_cw_df.pickle,1900
['Robert Sheckley'],[1928],[2005],['Robert'],['Sheckley'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29525,"['Science fiction', 'Short stories']",['The Leech'],us-ascii,29525,295/29525.txt,/2/9/5/2/29525/29525.zip,1,2,True,../data/gutenberg-dammit-files/295/29525.txt,../data/gutenberg-dammit-files/295/29525_tagged.pickle,../data/gutenberg-dammit-files/295/29525_cw_df.pickle,1900
['George A. Birmingham'],[1865],[1950],['George A.'],['Birmingham'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29533,['Ulster (Northern Ireland and Ireland) -- Fiction'],['The Red Hand of Ulster'],iso-8859-1,29533,295/29533.txt,/2/9/5/3/29533/29533_8.zip,1,1,True,../data/gutenberg-dammit-files/295/29533.txt,../data/gutenberg-dammit-files/295/29533_tagged.pickle,../data/gutenberg-dammit-files/295/29533_cw_df.pickle,1800
