Author,Author Birth,Author Death,Author Given,Author Surname,Copyright Status,Language,LoC Class,Num,Subject,Title,charset,gd-num-padded,gd-path,href,Number of Authors,Number of Genres,is_english_fiction,original_path,tokenized_path,cw_df_path,Author Birth Century
['H. A. (Henry Augustus) Wise'],[1819],[1869],['H. A. (Henry Augustus)'],['Wise'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29047,"['West Indies -- Fiction', 'Pirates -- Fiction']","['Captain Brand of the ""Centipede""\tA Pirate of Eminence in the West Indies: His Love and Exploits, Together with Some Account of the Singular Manner by Which He Departed This Life']",iso-8859-1,29047,290/29047.txt,/2/9/0/4/29047/29047_8.zip,1,2,True,../data/gutenberg-dammit-files/290/29047.txt,../data/gutenberg-dammit-files/290/29047_tagged.pickle,../data/gutenberg-dammit-files/290/29047_cw_df.pickle,1800
['Desmond Winter Hall'],[1909],[1992],['Desmond Winter'],['Hall'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29053,['Science fiction'],['Raiders Invisible'],us-ascii,29053,290/29053.txt,/2/9/0/5/29053/29053.zip,1,1,True,../data/gutenberg-dammit-files/290/29053.txt,../data/gutenberg-dammit-files/290/29053_tagged.pickle,../data/gutenberg-dammit-files/290/29053_cw_df.pickle,1900
['Ray Cummings'],[1887],[1957],['Ray'],['Cummings'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29059,['Science fiction'],['The World Beyond'],us-ascii,29059,290/29059.txt,/2/9/0/5/29059/29059.zip,1,1,True,../data/gutenberg-dammit-files/290/29059.txt,../data/gutenberg-dammit-files/290/29059_tagged.pickle,../data/gutenberg-dammit-files/290/29059_cw_df.pickle,1800
['Miles John Breuer'],[1889],[1945],['Miles John'],['Breuer'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29060,['Science fiction'],['The Einstein See-Saw'],iso-8859-1,29060,290/29060.txt,/2/9/0/6/29060/29060_8.zip,1,1,True,../data/gutenberg-dammit-files/290/29060.txt,../data/gutenberg-dammit-files/290/29060_tagged.pickle,../data/gutenberg-dammit-files/290/29060_cw_df.pickle,1800
['S. P. (Sterner St. Paul) Meek'],[1894],[1972],['S. P. (Sterner St. Paul)'],['Meek'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29069,['Science fiction'],['Poisoned Air'],us-ascii,29069,290/29069.txt,/2/9/0/6/29069/29069.zip,1,1,True,../data/gutenberg-dammit-files/290/29069.txt,../data/gutenberg-dammit-files/290/29069_tagged.pickle,../data/gutenberg-dammit-files/290/29069_cw_df.pickle,1800
"['A. M. (Alice Muriel) Williamson', 'C. N. (Charles Norris) Williamson']","[1869, 1859]","[1933, 1920]","['A. M. (Alice Muriel)', 'C. N. (Charles Norris)']","['Williamson', 'Williamson']",['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29083,['Automobiles -- Fiction'],['The Lightning Conductor Discovers America'],iso-8859-1,29083,290/29083.txt,/2/9/0/8/29083/29083_8.zip,2,1,True,../data/gutenberg-dammit-files/290/29083.txt,../data/gutenberg-dammit-files/290/29083_tagged.pickle,../data/gutenberg-dammit-files/290/29083_cw_df.pickle,1800
['Charles E. (Charles Emmett) Van Loan'],[1876],[1919],['Charles E. (Charles Emmett)'],['Van Loan'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29093,['Horse racing -- Fiction'],['Old Man Curry\tRace Track Stories'],iso-8859-1,29093,290/29093.txt,/2/9/0/9/29093/29093_8.zip,1,1,True,../data/gutenberg-dammit-files/290/29093.txt,../data/gutenberg-dammit-files/290/29093_tagged.pickle,../data/gutenberg-dammit-files/290/29093_cw_df.pickle,1800
['Sewell Peaslee Wright'],[1897],[1970],['Sewell Peaslee'],['Wright'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29118,['Science fiction'],['The Terror from the Depths'],us-ascii,29118,291/29118.txt,/2/9/1/1/29118/29118.zip,1,1,True,../data/gutenberg-dammit-files/291/29118.txt,../data/gutenberg-dammit-files/291/29118_tagged.pickle,../data/gutenberg-dammit-files/291/29118_cw_df.pickle,1800
['Noah Brooks'],[1830],[1903],['Noah'],['Brooks'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29129,"['Kansas -- Juvenile fiction', 'Frontier and pioneer life -- Juvenile fiction']",['The Boy Settlers\tA Story of Early Times in Kansas'],us-ascii,29129,291/29129.txt,/2/9/1/2/29129/29129.zip,1,2,True,../data/gutenberg-dammit-files/291/29129.txt,../data/gutenberg-dammit-files/291/29129_tagged.pickle,../data/gutenberg-dammit-files/291/29129_cw_df.pickle,1800
['Norman Duncan'],[1871],[1916],['Norman'],['Duncan'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29130,"['Newfoundland and Labrador -- Juvenile fiction', 'Sailing -- Juvenile fiction']",['Billy Topsail & Company\tA Story for Boys'],iso-8859-1,29130,291/29130.txt,/2/9/1/3/29130/29130_8.zip,1,2,True,../data/gutenberg-dammit-files/291/29130.txt,../data/gutenberg-dammit-files/291/29130_tagged.pickle,../data/gutenberg-dammit-files/291/29130_cw_df.pickle,1800
['Philip K. Dick'],[1928],[1982],['Philip K.'],['Dick'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29132,"['Short stories', 'Science fiction']",['The Gun'],us-ascii,29132,291/29132.txt,/2/9/1/3/29132/29132.zip,1,2,True,../data/gutenberg-dammit-files/291/29132.txt,../data/gutenberg-dammit-files/291/29132_tagged.pickle,../data/gutenberg-dammit-files/291/29132_cw_df.pickle,1900
['Rudyard Kipling'],[1865],[1936],['Rudyard'],['Kipling'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29135,"['Science fiction', 'Aeronautics -- Fiction']",['With The Night Mail\tA Story of 2000 A.D. (Together with extracts from the comtemporary magazine in which it appeared)'],iso-8859-1,29135,291/29135.txt,/2/9/1/3/29135/29135_8.zip,1,2,True,../data/gutenberg-dammit-files/291/29135.txt,../data/gutenberg-dammit-files/291/29135_tagged.pickle,../data/gutenberg-dammit-files/291/29135_cw_df.pickle,1800
['Evelyn E. Smith'],[1927],[2000],['Evelyn E.'],['Smith'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29138,"['Fantasy fiction', 'Short stories']",['The Doorway'],iso-8859-1,29138,291/29138.txt,/2/9/1/3/29138/29138_8.zip,1,2,True,../data/gutenberg-dammit-files/291/29138.txt,../data/gutenberg-dammit-files/291/29138_tagged.pickle,../data/gutenberg-dammit-files/291/29138_cw_df.pickle,1900
['M. A. (Monette A.) Cummings'],[1914],['?'],['M. A. (Monette A.)'],['Cummings'],['Not copyrighted in the United States.'],['English'],[],29139,"['Short stories', 'Science fiction']",['No Pets Allowed'],us-ascii,29139,291/29139.txt,/2/9/1/3/29139/29139.zip,1,2,True,../data/gutenberg-dammit-files/291/29139.txt,../data/gutenberg-dammit-files/291/29139_tagged.pickle,../data/gutenberg-dammit-files/291/29139_cw_df.pickle,1900
['Fredric Brown'],[1906],[1972],['Fredric'],['Brown'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29142,"['Mars (Planet) -- Fiction', 'Short stories', 'Science fiction']",['Keep Out'],us-ascii,29142,291/29142.txt,/2/9/1/4/29142/29142.zip,1,3,True,../data/gutenberg-dammit-files/291/29142.txt,../data/gutenberg-dammit-files/291/29142_tagged.pickle,../data/gutenberg-dammit-files/291/29142_cw_df.pickle,1900
['John Foster West'],[1919],[2008],['John Foster'],['West'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29149,"['Short stories', 'Science fiction']","['Cogito, Ergo Sum']",us-ascii,29149,291/29149.txt,/2/9/1/4/29149/29149.zip,1,2,True,../data/gutenberg-dammit-files/291/29149.txt,../data/gutenberg-dammit-files/291/29149_tagged.pickle,../data/gutenberg-dammit-files/291/29149_cw_df.pickle,1900
['Mrs. O. F. Walton'],[1849],[1939],['?'],['?'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29153,['Christian life -- Juvenile fiction'],"[""Poppy's Presents""]",us-ascii,29153,291/29153.txt,/2/9/1/5/29153/29153.zip,1,1,True,../data/gutenberg-dammit-files/291/29153.txt,../data/gutenberg-dammit-files/291/29153_tagged.pickle,../data/gutenberg-dammit-files/291/29153_cw_df.pickle,1800
['Harold Bindloss'],[1866],[1945],['Harold'],['Bindloss'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29155,['Canada -- Fiction'],"[""Blake's Burden""]",us-ascii,29155,291/29155.txt,/2/9/1/5/29155/29155.zip,1,1,True,../data/gutenberg-dammit-files/291/29155.txt,../data/gutenberg-dammit-files/291/29155_tagged.pickle,../data/gutenberg-dammit-files/291/29155_cw_df.pickle,1800
['Bill Garson'],[1917],['?'],['Bill'],['Garson'],['Not copyrighted in the United States.'],['English'],[],29159,"['Short stories', 'Science fiction']",['Acid Bath'],us-ascii,29159,291/29159.txt,/2/9/1/5/29159/29159.zip,1,2,True,../data/gutenberg-dammit-files/291/29159.txt,../data/gutenberg-dammit-files/291/29159_tagged.pickle,../data/gutenberg-dammit-files/291/29159_cw_df.pickle,1900
['Eleanor M. (Eleanor Marie) Ingram'],[1886],[1921],['Eleanor M. (Eleanor Marie)'],['Ingram'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29166,['Automobile racing -- Fiction'],['The Flying Mercury'],iso-8859-1,29166,291/29166.txt,/2/9/1/6/29166/29166_8.zip,1,1,True,../data/gutenberg-dammit-files/291/29166.txt,../data/gutenberg-dammit-files/291/29166_tagged.pickle,../data/gutenberg-dammit-files/291/29166_cw_df.pickle,1800
['Walter J. Sheldon'],[1917],['?'],['Walter J.'],['Sheldon'],['Not copyrighted in the United States.'],['English'],[],29168,"['Short stories', 'Science fiction']","[""Houlihan's Equation""]",us-ascii,29168,291/29168.txt,/2/9/1/6/29168/29168.zip,1,2,True,../data/gutenberg-dammit-files/291/29168.txt,../data/gutenberg-dammit-files/291/29168_tagged.pickle,../data/gutenberg-dammit-files/291/29168_cw_df.pickle,1900
['Walter M. Miller'],[1923],[1996],['Walter M.'],['Miller'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29170,"['Short stories', 'Science fiction']",['The Hoofer'],us-ascii,29170,291/29170.txt,/2/9/1/7/29170/29170.zip,1,2,True,../data/gutenberg-dammit-files/291/29170.txt,../data/gutenberg-dammit-files/291/29170_tagged.pickle,../data/gutenberg-dammit-files/291/29170_cw_df.pickle,1900
['Mabel Quiller-Couch'],[1866],[1924],['Mabel'],['Quiller-Couch'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29171,"['Girls -- Conduct of life -- Juvenile fiction', 'Sisters -- Juvenile fiction']",['The Carroll Girls'],us-ascii,29171,291/29171.txt,/2/9/1/7/29171/29171.zip,1,2,True,../data/gutenberg-dammit-files/291/29171.txt,../data/gutenberg-dammit-files/291/29171_tagged.pickle,../data/gutenberg-dammit-files/291/29171_cw_df.pickle,1800
['Jack Williamson'],[1908],[2006],['Jack'],['Williamson'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29177,['Science fiction'],['The Pygmy Planet'],us-ascii,29177,291/29177.txt,/2/9/1/7/29177/29177.zip,1,1,True,../data/gutenberg-dammit-files/291/29177.txt,../data/gutenberg-dammit-files/291/29177_tagged.pickle,../data/gutenberg-dammit-files/291/29177_cw_df.pickle,1900
['Arthur Leo Zagat'],[1896],[1949],['Arthur Leo'],['Zagat'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29190,"['Mercury (Planet) -- Fiction', 'Science fiction']",['The Great Dome on Mercury'],us-ascii,29190,291/29190.txt,/2/9/1/9/29190/29190.zip,1,2,True,../data/gutenberg-dammit-files/291/29190.txt,../data/gutenberg-dammit-files/291/29190_tagged.pickle,../data/gutenberg-dammit-files/291/29190_cw_df.pickle,1800
['Henry Slesar'],[1927],[2002],['Henry'],['Slesar'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29193,"['Fantasy fiction', 'Short stories']",['Dream Town'],us-ascii,29193,291/29193.txt,/2/9/1/9/29193/29193.zip,1,2,True,../data/gutenberg-dammit-files/291/29193.txt,../data/gutenberg-dammit-files/291/29193_tagged.pickle,../data/gutenberg-dammit-files/291/29193_cw_df.pickle,1900
['Sam Merwin'],[1910],[1996],['Sam'],['Merwin'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29195,"['Short stories', 'Science fiction']","[""It's All Yours""]",iso-8859-1,29195,291/29195.txt,/2/9/1/9/29195/29195_8.zip,1,2,True,../data/gutenberg-dammit-files/291/29195.txt,../data/gutenberg-dammit-files/291/29195_tagged.pickle,../data/gutenberg-dammit-files/291/29195_cw_df.pickle,1900
['Robert Shea'],[1933],[1994],['Robert'],['Shea'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29196,"['Short stories', 'Science fiction']",['Mutineer'],us-ascii,29196,291/29196.txt,/2/9/1/9/29196/29196.zip,1,2,True,../data/gutenberg-dammit-files/291/29196.txt,../data/gutenberg-dammit-files/291/29196_tagged.pickle,../data/gutenberg-dammit-files/291/29196_cw_df.pickle,1900
['Charles Willard Diffin'],[1884],[1966],['Charles Willard'],['Diffin'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29202,['Science fiction'],['The Hammer of Thor'],us-ascii,29202,292/29202.txt,/2/9/2/0/29202/29202.zip,1,1,True,../data/gutenberg-dammit-files/292/29202.txt,../data/gutenberg-dammit-files/292/29202_tagged.pickle,../data/gutenberg-dammit-files/292/29202_cw_df.pickle,1800
['Harry Harrison'],[1925],['?'],['Harry'],['Harrison'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29204,"['Short stories', 'Robots -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction']",['Arm of the Law'],us-ascii,29204,292/29204.txt,/2/9/2/0/29204/29204.zip,1,4,True,../data/gutenberg-dammit-files/292/29204.txt,../data/gutenberg-dammit-files/292/29204_tagged.pickle,../data/gutenberg-dammit-files/292/29204_cw_df.pickle,1900
"['Fredric Brown', 'Mack Reynolds']","[1906, 1917]","[1972, 1983]","['Fredric', 'Mack']","['Brown', 'Reynolds']",['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29206,"['Short stories', 'Science fiction']",['Happy Ending'],us-ascii,29206,292/29206.txt,/2/9/2/0/29206/29206.zip,2,2,True,../data/gutenberg-dammit-files/292/29206.txt,../data/gutenberg-dammit-files/292/29206_tagged.pickle,../data/gutenberg-dammit-files/292/29206_cw_df.pickle,1900
['Sam Merwin'],[1910],[1996],['Sam'],['Merwin'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29209,"['Short stories', 'Science fiction']",['Reel Life Films'],iso-8859-1,29209,292/29209.txt,/2/9/2/0/29209/29209_8.zip,1,2,True,../data/gutenberg-dammit-files/292/29209.txt,../data/gutenberg-dammit-files/292/29209_tagged.pickle,../data/gutenberg-dammit-files/292/29209_cw_df.pickle,1900
['Jessie Fothergill'],[1851],[1891],['Jessie'],['Fothergill'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29219,['Fiction'],['The First Violin\tA Novel'],iso-8859-1,29219,292/29219.txt,/2/9/2/1/29219/29219_8.zip,1,1,True,../data/gutenberg-dammit-files/292/29219.txt,../data/gutenberg-dammit-files/292/29219_tagged.pickle,../data/gutenberg-dammit-files/292/29219_cw_df.pickle,1800
['Virginia Woolf'],[1882],[1941],['Virginia'],['Woolf'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29220,['England -- Social life and customs -- 20th century -- Fiction'],['Monday or Tuesday'],iso-8859-1,29220,292/29220.txt,/2/9/2/2/29220/29220_8.zip,1,1,True,../data/gutenberg-dammit-files/292/29220.txt,../data/gutenberg-dammit-files/292/29220_tagged.pickle,../data/gutenberg-dammit-files/292/29220_cw_df.pickle,1800
['Robert Moore Williams'],[1907],[1977],['Robert Moore'],['Williams'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29240,"['Science fiction', 'Short stories']",['Be It Ever Thus'],us-ascii,29240,292/29240.txt,/2/9/2/4/29240/29240.zip,1,2,True,../data/gutenberg-dammit-files/292/29240.txt,../data/gutenberg-dammit-files/292/29240_tagged.pickle,../data/gutenberg-dammit-files/292/29240_cw_df.pickle,1900
['Carl Richard Jacobi'],[1908],[1997],['Carl Richard'],['Jacobi'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29242,"['Short stories', 'Science fiction']",['Made in Tanganyika'],us-ascii,29242,292/29242.txt,/2/9/2/4/29242/29242.zip,1,2,True,../data/gutenberg-dammit-files/292/29242.txt,../data/gutenberg-dammit-files/292/29242_tagged.pickle,../data/gutenberg-dammit-files/292/29242_cw_df.pickle,1900
['Henry Drummond'],[1851],[1897],['Henry'],['Drummond'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29254,['Monkeys -- Juvenile fiction'],['The Monkey That Would Not Kill'],us-ascii,29254,292/29254.txt,/2/9/2/5/29254/29254.zip,1,1,True,../data/gutenberg-dammit-files/292/29254.txt,../data/gutenberg-dammit-files/292/29254_tagged.pickle,../data/gutenberg-dammit-files/292/29254_cw_df.pickle,1800
['Jesse F. (Jesse Franklin) Bone'],[1916],[1986],['Jesse F. (Jesse Franklin)'],['Bone'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29271,"['Short stories', 'Science fiction']",['The Issahar Artifacts'],us-ascii,29271,292/29271.txt,/2/9/2/7/29271/29271.zip,1,2,True,../data/gutenberg-dammit-files/292/29271.txt,../data/gutenberg-dammit-files/292/29271_tagged.pickle,../data/gutenberg-dammit-files/292/29271_cw_df.pickle,1900
['Jack Williamson'],[1908],[2006],['Jack'],['Williamson'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29283,['Science fiction'],['Salvage in Space'],us-ascii,29283,292/29283.txt,/2/9/2/8/29283/29283.zip,1,1,True,../data/gutenberg-dammit-files/292/29283.txt,../data/gutenberg-dammit-files/292/29283_tagged.pickle,../data/gutenberg-dammit-files/292/29283_cw_df.pickle,1900
['Joe L. Hensley'],[1926],[2007],['Joe L.'],['Hensley'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29290,"['Short stories', 'Science fiction']",['Now We Are Three'],us-ascii,29290,292/29290.txt,/2/9/2/9/29290/29290.zip,1,2,True,../data/gutenberg-dammit-files/292/29290.txt,../data/gutenberg-dammit-files/292/29290_tagged.pickle,../data/gutenberg-dammit-files/292/29290_cw_df.pickle,1900
['Frederick Marryat'],[1792],[1848],['Frederick'],['Marryat'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29291,"['Seafaring life -- Fiction', 'Great Britain. Royal Navy -- Fiction', 'Pirates -- Fiction']","['The Pirate, and The Three Cutters']",iso-8859-1,29291,292/29291.txt,/2/9/2/9/29291/29291_8.zip,1,3,True,../data/gutenberg-dammit-files/292/29291.txt,../data/gutenberg-dammit-files/292/29291_tagged.pickle,../data/gutenberg-dammit-files/292/29291_cw_df.pickle,1700
['Sewell Peaslee Wright'],[1897],[1970],['Sewell Peaslee'],['Wright'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29293,['Science fiction'],['Priestess of the Flame'],iso-8859-1,29293,292/29293.txt,/2/9/2/9/29293/29293_8.zip,1,1,True,../data/gutenberg-dammit-files/292/29293.txt,../data/gutenberg-dammit-files/292/29293_tagged.pickle,../data/gutenberg-dammit-files/292/29293_cw_df.pickle,1800
['Nathan Schachner'],[1895],[1955],['Nathan'],['Schachner'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29299,['Science fiction'],['Pirates of the Gorm'],iso-8859-1,29299,292/29299.txt,/2/9/2/9/29299/29299_8.zip,1,1,True,../data/gutenberg-dammit-files/292/29299.txt,../data/gutenberg-dammit-files/292/29299_tagged.pickle,../data/gutenberg-dammit-files/292/29299_cw_df.pickle,1800
['Harry Castlemon'],[1842],[1915],['Harry'],['Castlemon'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29300,"['United States -- History -- Civil War, 1861-1865 -- Juvenile fiction']",['Rodney The Partisan'],us-ascii,29300,293/29300.txt,/2/9/3/0/29300/29300.zip,1,1,True,../data/gutenberg-dammit-files/293/29300.txt,../data/gutenberg-dammit-files/293/29300_tagged.pickle,../data/gutenberg-dammit-files/293/29300_cw_df.pickle,1800
['J. S. (Joseph Smith) Fletcher'],[1863],[1935],['J. S. (Joseph Smith)'],['Fletcher'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29304,"['Drake, Francis, Sir, 1540?-1596 -- Fiction']",['In the Days of  Drake'],us-ascii,29304,293/29304.txt,/2/9/3/0/29304/29304.zip,1,1,True,../data/gutenberg-dammit-files/293/29304.txt,../data/gutenberg-dammit-files/293/29304_tagged.pickle,../data/gutenberg-dammit-files/293/29304_cw_df.pickle,1800
['William F. Nolan'],[1928],['?'],['William F.'],['Nolan'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29308,"['Short stories', 'Science fiction']",['Small World'],us-ascii,29308,293/29308.txt,/2/9/3/0/29308/29308.zip,1,2,True,../data/gutenberg-dammit-files/293/29308.txt,../data/gutenberg-dammit-files/293/29308_tagged.pickle,../data/gutenberg-dammit-files/293/29308_cw_df.pickle,1900
['Sewell Peaslee Wright'],[1897],[1970],['Sewell Peaslee'],['Wright'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29309,['Science fiction'],['The Death-Traps of FX-31'],us-ascii,29309,293/29309.txt,/2/9/3/0/29309/29309.zip,1,1,True,../data/gutenberg-dammit-files/293/29309.txt,../data/gutenberg-dammit-files/293/29309_tagged.pickle,../data/gutenberg-dammit-files/293/29309_cw_df.pickle,1800
['Cyrus Townsend Brady'],[1861],[1920],['Cyrus Townsend'],['Brady'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29316,"['Biographical fiction', 'Caribbean Area -- Fiction', 'Buccaneers -- Fiction', 'Morgan, Henry, Sir, 1635?-1688 -- Fiction']","['Sir Henry Morgan, Buccaneer\tA Romance of the Spanish Main']",iso-8859-1,29316,293/29316.txt,/2/9/3/1/29316/29316_8.zip,1,4,True,../data/gutenberg-dammit-files/293/29316.txt,../data/gutenberg-dammit-files/293/29316_tagged.pickle,../data/gutenberg-dammit-files/293/29316_cw_df.pickle,1800
['Harl Vincent'],[1893],[1968],['Harl'],['Vincent'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29321,['Science fiction'],"[""Vulcan's Workshop""]",us-ascii,29321,293/29321.txt,/2/9/3/2/29321/29321.zip,1,1,True,../data/gutenberg-dammit-files/293/29321.txt,../data/gutenberg-dammit-files/293/29321_tagged.pickle,../data/gutenberg-dammit-files/293/29321_cw_df.pickle,1800
['Arthur Leo Zagat'],[1896],[1949],['Arthur Leo'],['Zagat'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29322,['Science fiction'],['When the Sleepers Woke'],us-ascii,29322,293/29322.txt,/2/9/3/2/29322/29322.zip,1,1,True,../data/gutenberg-dammit-files/293/29322.txt,../data/gutenberg-dammit-files/293/29322_tagged.pickle,../data/gutenberg-dammit-files/293/29322_cw_df.pickle,1800
['S. P. (Sterner St. Paul) Meek'],[1894],[1972],['S. P. (Sterner St. Paul)'],['Meek'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29326,['Science fiction'],['The Great Drought'],us-ascii,29326,293/29326.txt,/2/9/3/2/29326/29326.zip,1,1,True,../data/gutenberg-dammit-files/293/29326.txt,../data/gutenberg-dammit-files/293/29326_tagged.pickle,../data/gutenberg-dammit-files/293/29326_cw_df.pickle,1800
['Sewell Peaslee Wright'],[1897],[1970],['Sewell Peaslee'],['Wright'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],29353,['Science fiction'],['Vampires of Space'],us-ascii,29353,293/29353.txt,/2/9/3/5/29353/29353.zip,1,1,True,../data/gutenberg-dammit-files/293/29353.txt,../data/gutenberg-dammit-files/293/29353_tagged.pickle,../data/gutenberg-dammit-files/293/29353_cw_df.pickle,1800
['Charles E. Fritch'],[1927],['?'],['Charles E.'],['Fritch'],['Not copyrighted in the United States.'],['English'],[],29355,"['Short stories', 'Science fiction']",['The Odyssey of Sam Meecham'],us-ascii,29355,293/29355.txt,/2/9/3/5/29355/29355.zip,1,2,True,../data/gutenberg-dammit-files/293/29355.txt,../data/gutenberg-dammit-files/293/29355_tagged.pickle,../data/gutenberg-dammit-files/293/29355_cw_df.pickle,1900
['E. (Eliza) Fenwick'],[1766],[1840],['E. (Eliza)'],['Fenwick'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29360,['Conduct of life -- Juvenile fiction'],['The Bad Family & Other Stories'],us-ascii,29360,293/29360.txt,/2/9/3/6/29360/29360.zip,1,1,True,../data/gutenberg-dammit-files/293/29360.txt,../data/gutenberg-dammit-files/293/29360_tagged.pickle,../data/gutenberg-dammit-files/293/29360_cw_df.pickle,1700
['George Sampson'],[1873],[1950],['George'],['Sampson'],['Not copyrighted in the United States.'],['English'],['ML: Music: Literature of music'],29361,"['Musical fiction', 'Mendelssohn-Bartholdy, Felix, 1809-1847 -- Fiction']",['A Day with Felix Mendelssohn Bartholdy'],iso-8859-1,29361,293/29361.txt,/2/9/3/6/29361/29361_8.zip,1,2,True,../data/gutenberg-dammit-files/293/29361.txt,../data/gutenberg-dammit-files/293/29361_tagged.pickle,../data/gutenberg-dammit-files/293/29361_cw_df.pickle,1800
['William Makepeace Thackeray'],[1811],[1863],['William Makepeace'],['Thackeray'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],29363,"['Great Britain -- Social life and customs -- 18th century', 'Hanover, House of', 'English literature -- 18th century -- History and criticism', 'Humorists, English', 'Great Britain -- History -- Anne, 1702-1714 -- Fiction']",['Henry Esmond; The English Humourists; The Four Georges'],utf-8,29363,293/29363.txt,/2/9/3/6/29363/29363_0.zip,1,5,True,../data/gutenberg-dammit-files/293/29363.txt,../data/gutenberg-dammit-files/293/29363_tagged.pickle,../data/gutenberg-dammit-files/293/29363_cw_df.pickle,1800
['Mrs. Molesworth'],[1839],[1921],['Mrs.'],['Molesworth'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],29380,"['France -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Family -- Juvenile fiction']",['The Adventures of Herr Baby'],iso-8859-1,29380,293/29380.txt,/2/9/3/8/29380/29380_8.zip,1,4,True,../data/gutenberg-dammit-files/293/29380.txt,../data/gutenberg-dammit-files/293/29380_tagged.pickle,../data/gutenberg-dammit-files/293/29380_cw_df.pickle,1800
